	BW1	BW2	R10	R11	R11BF	R12	R1A	R1B	R2	R3	R4	R5	R6	R7	R8	R9
6af70e28ff01d0e5e9156f295279b3aa	0	0	0	0	0	0	0	0.0663379591581271	0.0642455733425024	0.0672985192849329	0.0869839312029283	0	0	0	0	0
07f67b5c54ccda96c33defe985fe1b7c	0	0	0	0	0	0	0	0	0	0.105035234174395	0	0.0777365566969005	0.0749776625994327	0	0	0
80c6086aae668de4baae4b0b940a9912	0	0	0	0	0	0	0	0	0.0651317610442166	0.0862111011752989	0.0545200641843616	0	0.0646803942912684	0	0.0570613990014551	0
4d8e07c0d2dcc9ff8110e3a227e151ab	0	0	0.027696687065038	0	0	0	0	0.0663379591581271	0.0478858230824279	0	0.0607702911231485	0.0819415255403403	0	0	0.0616333551361366	0
f3206e661bf4564b7b7d844690dbea6a	0	0	0	0	0	0.0330251603078713	0.0428818129628667	0.0377327962660658	0.0478858230824279	0.0754347135283865	0.0629543474661537	0.0549680463864708	0	0.066998343672533	0	0
b5030be94878486fd298ec174515c4d1	0	0	0	0.0602829299010251	0	0.0606710935709257	0.0646467654218305	0.0568843306843017	0.0605713074289349	0	0	0	0.0536301497890957	0.0986188916259768	0	0
28a75e8e092bf124815a13f173c689ad	0	0	0	0	0	0	0.0742734787723508	0.0602007169948091	0.0535379777854187	0.0570232834907173	0.0577298262679662	0.0507332095346496	0.0412258240797566	0	0	0
f23a1c180055ad6f3a3762c0119b6958	0	0	0	0	0	0	0	0	0	0	0.0925041445219514	0.0852874438308561	0	0.0820558778046659	0	0
9b89021b0223256877bb959cc6831d27	0	0	0	0	0	0	0.119901887897972	0.0938160415415758	0	0	0	0	0.0646803942912684	0	0	0
93c1b4bb85d0ba9512f91dbf85abb41c	0	0	0	0	0	0	0	0.0533622322257312	0.0566592699670074	0.0590247060263392	0.05926955847702	0.0725232651832359	0.0511343414795401	0	0	0
903b591726a8acbd7060eff0a6736551	0	0	0	0	0	0	0	0	0.0794096539708766	0.0769588010986579	0	0.083296022683004	0	0	0.048024323417087	0
b06ea2f5ef13e3d979b8c585c709ff24	0	0	0	0	0	0	0.0517174123374644	0.0692027750495127	0.0710261537394465	0	0.0561478861560988	0.0598416292464401	0.0280074322915162	0	0	0.0515078753637713
44fcd1c2223195073585f94b71fd55db	0	0	0	0	0	0.0350284722052029	0.0483772094743269	0.0440624130800912	0.0586479162325686	0.0580326235041915	0.0636657186047159	0.0496180577635	0.0379222425919198	0.0417808079173254	0	0
bc642721f6fb4ee948ac3c3b47fc29ce	0	0	0	0	0	0	0.0696266972089443	0.0580108624353838	0.0502230749507609	0	0	0	0	0.107104256198158	0.0616333551361366	0.0795394908975717
457f40acc1205432e027c9b24260d12b	0	0	0	0	0	0	0.103434824674929	0	0	0.0939463694586221	0.0607702911231485	0	0	0	0	0
90a36f789214fe8cbfd1bf386ad42980	0	0	0	0	0	0.11138344267429	0	0	0	0	0.05926955847702	0	0.0800379044730572	0	0	0
985ca9125a2be0c95e47daa29cfe2af9	0	0	0	0	0	0.0783260449987957	0.0807437841324525	0.0710485062527393	0	0	0.0577298262679662	0	0	0	0.0507707518590764	0
ac3974e51a8178af7a242117225ef425	0	0	0	0	0	0	0	0.0602007169948091	0.084988904950511	0.0590247060263392	0.0722792080256038	0	0	0	0	0
ac5e4cefdd7de6c590d6a3c76f8e3889	0	0	0	0	0	0	0.0684157057483573	0.0643572735522043	0.0596173689543279	0	0	0	0.0676443755049588	0	0	0.103015750727543
de38e4dd49f32de54b03b02e8e8ec729	0	0	0	0	0	0.0926766262615052	0.0847834380097252	0.0612662991357005	0.0355130768697233	0	0	0	0.0636617417429545	0	0	0
5b7c0797174e7fb47c967dda8a1d9176	0	0	0	0.0731037904128328	0.0354886720493838	0.0628780319223827	0	0.0843730974320735	0	0	0	0.0677361250150179	0	0.0688342546517817	0	0
7baf170346491b26dd50628253961f8c	0	0	0.0643612846488063	0.0947533419472648	0	0	0	0	0.0545982386892294	0.0516817395845001	0	0.0539405156638363	0	0	0.0648511439555043	0
cd6213ac7d1f6a809346933927373c32	0	0	0	0	0	0.0559968837383986	0.0646467654218305	0.0779958646693134	0.0338603902242841	0	0.0379628999030714	0.0473089618285241	0.0583021195335991	0.0417808079173254	0	0
21da83a631579471ce2b9146706540b6	0	0	0	0	0	0	0	0	0.0685620646361911	0.0505457384530443	0.0600246151393456	0.0725232651832359	0	0	0.0570613990014551	0
c0175a120a15286ea86c78d702925f85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188441513689613
7c4f7ff34f1e49e83afc02447f122064	0	0	0.0975300993657608	0	0	0	0	0	0.0772135696359916	0	0	0.0812558103424832	0	0	0	0
a2701fe56e47d8c21738b05c468cfc17	0	0	0	0	0	0	0	0	0.0633469896008703	0.0777096364504385	0.0703851002067306	0	0	0	0	0.0795394908975717
31f6872e712bc636bdb70c3c863c9af9	0	0	0	0	0	0	0	0.0653551202444713	0	0.0600003871005203	0.0703851002067306	0.0762834088131957	0	0	0	0
8072c7975a2e2dcf25f7fda811d553be	0	0	0.107981565142182	0.0991628059194123	0	0	0	0	0	0	0	0	0	0	0	0.096890428330361
260fa1b34782610caa23b864c6f050e7	0	0	0	0	0	0.0452215631646135	0	0	0.0556382985953034	0	0.0657536714347713	0.0598416292464401	0.0605029687698439	0	0	0.0589015089373952
63bef1d8994f4c71b47dfe465cd8d8e8	0	0	0	0	0	0.0350284722052029	0.0905054715905627	0.0653551202444713	0.0386067848179958	0	0	0.069368554972548	0.0498395910358312	0	0	0
6a53963a05c73fde39cf525e62bdd657	0	0	0.11419636624883	0	0	0	0	0	0	0	0.0474536248788393	0.0669049754396898	0	0	0	0.0553283335172488
eee959ebc428499f526a1c5eea8431e4	0	0	0	0	0.171776066180823	0	0	0	0	0	0	0	0	0	0	0
486b84070a582726e4d0f84e222e65bd	0	0	0	0	0	0.0535068751196664	0	0	0.0734075767401549	0	0.0722792080256038	0.0652109036255151	0	0	0	0
579d45c7916e556be15dee193e2c4495	0	0	0	0	0	0	0.0886391789530439	0.0796380629580223	0.0566592699670074	0	0	0.0669049754396898	0	0	0	0
b4032dc407e7d228aa934c8974702b80	0	0	0	0	0.171251557884084	0	0	0	0	0	0	0	0	0	0	0
ced871380ed117421a925ebb25e3a870	0	0	0	0	0	0	0	0.0763183381588054	0	0.0820705232197192	0	0.0812558103424832	0	0	0	0
19eaca59ae4b53fe101cc956cee3eccd	0	0	0.0643612846488063	0	0	0	0	0	0.0545982386892294	0.0769588010986579	0	0.0559767185266326	0	0	0.0627242956729735	0
85bfa1eefa23da67386dd69e5eab2208	0	0	0.0391690304801802	0.0527158929528483	0	0.0710232927411337	0.0483772094743269	0.0580108624353838	0.0524562909738947	0	0	0.0448812219348301	0.0471435334565016	0	0	0
51820b6c3554658118fb69cf1e1719c1	0	0	0.055393374130076	0	0	0	0	0	0	0.0655502069906071	0.0671095598874199	0.0634716327561136	0	0	0	0.0553283335172488
0f901c1b80d3c146598c9661fe677dfe	0	0	0	0	0	0	0	0.0557350338145133	0	0	0.0753302941427738	0.0616833395480309	0	0.0947499662782298	0	0
fc26d1d255c554d3fb3875031553168e	0	0	0	0	0	0	0	0	0.0869889175270576	0	0.0788358825601059	0.0496180577635	0	0	0	0
10a5c29372bcba550e85112988f71d22	0	0	0.0867043450405498	0	0	0	0.076491084390975	0.0965359103283065	0	0	0	0	0	0	0	0
79679810a740183cd17874de773db731	0	0	0	0	0	0	0.0731394659384838	0.0858934557255338	0	0.0730890170474345	0	0.0484772602645548	0	0	0	0
928818b74052f94ad597d387220ed7af	0	0	0	0	0	0.0919381553194573	0	0	0.0576621667630371	0	0	0.0660633699195012	0	0	0.058238046484551	0
7ebd05d911f44eda85017cb0504ab31d	0	0	0.0580970609176233	0.0413537487450834	0	0.0547660326912736	0.0447885929022389	0.0377327962660658	0.0428303822283349	0	0.0474536248788393	0.043616707680645	0	0	0.0533760512683624	0
02663b1cbede1190644163b18266bf10	0	0	0	0	0	0.0350284722052029	0.0500751691729854	0	0.0428303822283349	0.0590247060263392	0.0615069276078547	0.043616707680645	0.0379222425919198	0	0	0.0534522483824849
023337e5f32e047e0bdb5987e0f241f4	0	0	0	0	0	0	0.0447885929022389	0.0377327962660658	0.0466733269616331	0.04572034069096	0.0519828415630573	0.0579414083703453	0.0442836387270701	0	0.0507707518590764	0
75fa314184d2775635dbc076c17977d8	0.1833802568001	0	0	0	0	0	0	0	0	0.0600003871005203	0	0	0	0	0	0.0622699849077239
68441d4fe959ea2d8ab9b321d7370e32	0	0	0.0910206016420972	0	0	0	0	0	0	0	0	0	0	0	0.115892249227519	0
0ed0d2317eea9f1832312465fcc4b9b5	0	0	0.07327854611447	0	0	0	0	0	0.0513518243115454	0.0637539690927427	0.0413691110703096	0	0	0	0.0627242956729735	0.0494871659305393
277d938e8cac0e1275efe85cf626c6cf	0	0	0	0	0.164827321945525	0	0	0	0.0151428268572337	0	0	0	0	0	0	0
719c8a7de01e36d7f6f68e205233eacb	0	0	0	0	0	0.0436881805913344	0.0620069990980435	0.0545615332556638	0.0414703392705098	0	0.0474536248788393	0.0461110721609042	0.0511343414795401	0.0353112275773224	0	0.0428571428571429
46181957a9acae4128c58427a336df72	0	0	0	0	0	0.0850037089691619	0	0	0.0757141342861686	0	0	0	0.0800379044730572	0	0	0
434a729884f7293fb77620ac1154cc69	0	0	0	0	0	0	0.0659270236753138	0	0.0535379777854187	0.0646583258814742	0.076516670972855	0	0	0	0	0
b04d6544f54565c32c30a0ed7c21ec75	0	0	0	0	0	0	0	0	0	0.0681558598262909	0.0716534022377363	0	0	0	0	0.105945692672795
756f923174ed0c26830eac1cedd1c72b	0	0	0	0	0	0.0606710935709257	0	0	0	0	0	0	0.103539150093283	0.101115967595346	0	0
5c5d04d43919736b6319ce67786a6387	0	0	0	0	0	0	0.121288082942465	0.0895815335432166	0	0	0	0	0	0	0	0
6423be1b4ac5cd2e6a14d26ce46f1141	0	0	0	0	0	0.0522173633325305	0.0620069990980435	0.0508788921058703	0	0.0527933020107344	0.0493152535760785	0.0448812219348301	0	0	0.048024323417087	0
fc1155aea624cbdec87fda95b965d2d6	0	0	0	0	0.16318175006794	0	0	0	0	0	0	0	0	0	0	0
edcf46059f1f222be1ae12141fc69ca9	0	0	0	0	0	0	0	0.0568843306843017	0	0.0769588010986579	0.0805314718649038	0	0	0	0	0
542e2bab84ab57b86b87d819da18fb9f	0	0	0	0	0	0.0850037089691619	0	0	0	0	0	0	0.0885672774541402	0.0920804159010954	0	0
9a0e3d9c5ab7edc6e085802eee72153c	0	0	0	0	0	0.0719766681881209	0	0.0788212407198078	0	0	0	0	0	0.123336815569452	0	0
0fecf5dfcacaaae62d0f10e631a1ed40	0	0	0	0	0	0.0404473957139505	0	0.0568843306843017	0.0605713074289349	0.0714824688404585	0	0.0448812219348301	0.0442836387270701	0	0	0
22446cc80171d03d9703c45dc467723d	0	0	0	0	0	0	0.0753904358664085	0.0557350338145133	0	0	0.0710220824228435	0	0.0615739009150144	0	0	0
879040b63f211473b426b59172496321	0	0	0.0667024553625737	0	0	0	0.0797018852025965	0.068261196821162	0	0	0.05926955847702	0	0	0	0	0
6dbfd7e22bdbe0084d28eaaef3d1abb9	0	0	0.0594027758790931	0.0731037904128328	0	0.0617844175076702	0.0797018852025965	0	0	0	0	0.0559767185266326	0	0	0	0
6f1fabec477a8e5d03144cebf641a059	0	0	0	0	0	0.0595369544352241	0.0708169833825631	0.0508788921058703	0.0596173689543279	0	0	0.0625838738914611	0	0	0	0
c558e6bbcde9330de1ca6ca3a5468b4f	0	0	0	0	0	0	0	0	0.0822466020831905	0.0559957527795295	0	0.0784530378032302	0	0	0	0
